callsign,airline,runway,atot,sid,sid_family,aircraft_type,wake,engine_class,track_start_time,track_end_time,start_from_thr_time,sep_is_first_departure_for_runway,thr_sid,thr_aircraft_type,thr_atot,thr_passes_thr_filter,thr_cross_time,thr_cross_lat,thr_cross_lon,thr_cross_alt_ft,thr_cross_ias_kt,thr_cross_heading_deg,thr_min_dist_thr_nm,thr_turned_before_thr,thr_turn_start_time,sep_leader,sep_atot_leader,sep_atot_follower,sep_leader_sid,sep_follower_sid,sep_leader_sid_family,sep_follower_sid_family,sep_leader_aircraft_type,sep_follower_aircraft_type,sep_leader_wake,sep_follower_wake,sep_leader_class,sep_follower_class,sep_same_sid_family,sep_radar_twr_time,sep_radar_tma_min_time,sep_twr_computable,sep_tma_computable,sep_computation_note,sep_radar_twr_nm,sep_radar_twr_dalt_ft,sep_radar_twr_loss,sep_radar_tma_min_nm,sep_radar_tma_dalt_ft,sep_radar_tma_loss,sep_wake_twr_required_nm,sep_wake_twr_required_s,sep_wake_twr_actual_nm,sep_wake_twr_actual_s,sep_wake_twr_loss,sep_wake_tma_required_nm,sep_wake_tma_actual_nm,sep_wake_tma_loss,sep_loa_required_nm,sep_loa_actual_nm,sep_loa_loss,turn_sid,turn_aircraft_type,turn_atot,turn_turn_start_time,turn_turn_start_lat,turn_turn_start_lon,turn_turn_start_x_m,turn_turn_start_y_m,turn_turn_start_alt_ft,turn_turn_start_ias_kt,turn_turn_start_roll_angle_deg,turn_turn_start_heading_deg,turn_turn_start_tta_deg,turn_turn_start_dist_thr_nm,turn_detection_method,turn_crosses_r234,turn_r234_cross_lat,turn_r234_cross_lon,nadp_sid,nadp_aircraft_type,nadp_wake,nadp_atot,nadp_ias_at_800ft,nadp_alt_at_800ft,nadp_ias_at_3000ft,nadp_alt_at_3000ft,nadp_delta_ias_kt,nadp_nadp,nadp_threshold_kt,nadp_time_at_800ft,nadp_time_at_3000ft
VLG5YL,VLG,24L,2026-05-23T05:43:25,LOTOS1C,MISMA_SID_G2,A320,M,R,2026-05-23T05:43:09,2026-05-23T05:46:08,2026-05-23T05:43:12,False,LOTOS1C,A320,2026-05-23T05:43:25,True,2026-05-23T05:43:32.862748625,41.282277169059,2.0743623929716932,425.1332557415628,159.54900549855395,-116.6911909471292,0.002113213915639075,False,2026-05-23T05:43:41,VLG68LT,2026-05-23T05:42:15,2026-05-23T05:43:25,OLOXO1C,LOTOS1C,MISMA_SID_G1,MISMA_SID_G2,A321,A320,M,M,R,R,False,2026-05-23T05:43:12,2026-05-23T05:43:09,True,True,,2.961587341496221,1924.3258666666666,False,2.913607268071946,1879.5258666666666,False,,,2.961587341496221,72.0,,,2.913607268071946,,3.0,2.961587341496221,True,LOTOS1C,A320,2026-05-23T05:43:25,2026-05-23T05:43:41,41.279202464538024,2.066972177174966,31281.859492307438,18240.882738979377,780.4786666666666,162.0,-2.812,-126.5625,-115.137,1.8149829563119495,roll+hdg,False,,,LOTOS1C,A320,M,2026-05-23T05:43:25,162.0,800.0,226.0609207032918,3000.0,64.0609207032918,NADP2,30.0,2026-05-23T05:43:41.457531249,2026-05-23T05:45:00.060920703
RYR2SY,RYR,24L,2026-05-23T05:44:36,DUQQI1C,MISMA_SID_G1,B738,M,R,2026-05-23T05:44:17,2026-05-23T05:47:00,2026-05-23T05:44:20,False,DUQQI1C,B738,2026-05-23T05:44:36,True,2026-05-23T05:44:43,41.2819569759278,2.074525016822839,467.28080000000136,149.0,-114.785156,0.02268140796218849,False,2026-05-23T05:44:49,VLG5YL,2026-05-23T05:43:25,2026-05-23T05:44:36,LOTOS1C,DUQQI1C,MISMA_SID_G2,MISMA_SID_G1,A320,B738,M,M,R,R,False,2026-05-23T05:44:20,2026-05-23T05:44:17,True,True,,2.9475869236153707,1757.877333333332,False,2.8870212700360587,1701.877333333332,False,,,2.9475869236153707,68.0,,,2.8870212700360587,,3.0,2.9475869236153707,True,DUQQI1C,B738,2026-05-23T05:44:36,2026-05-23T05:44:49,41.27966577017315,2.0695861734617,31499.999733566678,18293.32661819439,664.5976000000013,150.0,-1.758,-127.089844,-117.598,1.69675466395428,roll+hdg,False,,,DUQQI1C,B738,M,2026-05-23T05:44:36,152.27105535320817,800.0,196.0,3000.0,43.72894464679183,NADP2,30.0,2026-05-23T05:44:52.567763838,2026-05-23T05:45:56.761505790
VLG2QW,VLG,24L,2026-05-23T05:45:52,LOTOS1C,MISMA_SID_G2,A320,M,R,2026-05-23T05:45:29,2026-05-23T05:48:28,2026-05-23T05:45:35,False,LOTOS1C,A320,2026-05-23T05:45:52,True,2026-05-23T05:45:55.955100751,41.282306224391455,2.0743516254327625,365.56563205464397,165.0,-111.796875,0.0003024275306046962,False,2026-05-23T05:46:02,RYR2SY,2026-05-23T05:44:36,2026-05-23T05:45:52,DUQQI1C,LOTOS1C,MISMA_SID_G1,MISMA_SID_G2,B738,A320,M,M,R,R,False,2026-05-23T05:45:35,2026-05-23T05:45:29,True,True,,3.12509042381101,1940.965866666668,False,2.976560217809683,1744.6426666666682,False,,,3.12509042381101,75.0,,,2.976560217809683,,3.0,3.12509042381101,False,LOTOS1C,A320,2026-05-23T05:45:52,2026-05-23T05:46:02,41.28034508931774,2.0687651870423784,31431.090488721777,18368.543230254832,632.6333333333333,158.0,-11.426,-112.675781,-117.773,1.7126337487325924,roll,False,,,LOTOS1C,A320,M,2026-05-23T05:45:52,159.0,800.0,231.32089552238807,3000.0,72.32089552238807,NADP2,30.0,2026-05-23T05:46:05.791088235,2026-05-23T05:47:28.320895522
VLG3TC,VLG,24L,2026-05-23T05:46:58,DUQQI1C,MISMA_SID_G1,A321,M,R,2026-05-23T05:46:45,2026-05-23T05:49:52,2026-05-23T05:46:49,False,DUQQI1C,A321,2026-05-23T05:46:58,True,2026-05-23T05:47:10.473351781,41.2821939347938,2.074391234294241,517.8850731052095,150.0,-111.09375,0.007277151170428791,False,2026-05-23T05:47:14,VLG2QW,2026-05-23T05:45:52,2026-05-23T05:46:58,LOTOS1C,DUQQI1C,MISMA_SID_G2,MISMA_SID_G1,A320,A321,M,M,R,R,False,2026-05-23T05:46:49,2026-05-23T05:46:45,True,True,,3.122572602800409,1959.8869333333332,False,3.062896695122221,1910.9312,False,,,3.122572602800409,74.0,,,3.062896695122221,,3.0,3.122572602800409,False,DUQQI1C,A321,2026-05-23T05:46:58,2026-05-23T05:47:14,41.28110737366302,2.0713959778543103,31650.484210526956,18454.231654927684,630.7922666666667,146.0,-28.828,-113.554688,-146.777,1.5856757368582317,roll,False,,,DUQQI1C,A321,M,2026-05-23T05:46:58,148.0,800.0,229.80780450451545,3000.0,81.80780450451545,NADP2,30.0,2026-05-23T05:47:18.905172131,2026-05-23T05:48:44.807804504
VLG84ZE,VLG,24L,2026-05-23T05:48:34,NATPI1C,MISMA_SID_G1,A320,M,R,2026-05-23T05:48:21,2026-05-23T05:51:12,2026-05-23T05:48:22,False,NATPI1C,A320,2026-05-23T05:48:34,True,2026-05-23T05:48:43.511185492,41.282141004100325,2.0744124742941352,305.9692477008292,165.0,-111.445312,0.010595136066238004,False,2026-05-23T05:48:57,VLG3TC,2026-05-23T05:46:58,2026-05-23T05:48:34,DUQQI1C,NATPI1C,MISMA_SID_G1,MISMA_SID_G1,A321,A320,M,M,R,R,True,2026-05-23T05:48:22,2026-05-23T05:48:21,True,True,,4.35333011777679,1975.0805333333333,False,4.316373930313682,1933.4805333333331,False,,,4.35333011777679,93.0,,,4.316373930313682,,5.0,4.35333011777679,True,NATPI1C,A320,2026-05-23T05:48:34,2026-05-23T05:48:57,41.277116111129125,2.062173556437102,30881.985355129626,18007.25180827715,899.9357333333334,164.0,-4.57,-124.804688,-115.84,2.06444057197316,roll+hdg,False,,,NATPI1C,A320,M,2026-05-23T05:48:34,163.0,800.0,213.0,3000.0,50.0,NADP2,30.0,2026-05-23T05:48:54.709946428,2026-05-23T05:50:07.680527173
VLG1YW,VLG,24L,2026-05-23T05:49:49,AGENA1C,MISMA_SID_G3,A320,M,R,2026-05-23T05:49:33,2026-05-23T05:52:23,2026-05-23T05:49:37,False,AGENA1C,A320,2026-05-23T05:49:49,True,2026-05-23T05:49:58.597083902,41.28237593191198,2.0743277847467723,456.6773158942682,160.0,-111.269531,0.004018867883648238,False,2026-05-23T05:50:05,VLG84ZE,2026-05-23T05:48:34,2026-05-23T05:49:49,NATPI1C,AGENA1C,MISMA_SID_G1,MISMA_SID_G3,A320,A320,M,M,R,R,False,2026-05-23T05:49:37,2026-05-23T05:49:33,True,True,,3.317040356381101,1947.2261333333333,False,3.2391761493999676,1819.3850666666667,False,,,3.317040356381101,75.0,,,3.2391761493999676,,3.0,3.317040356381101,False,AGENA1C,A320,2026-05-23T05:49:49,2026-05-23T05:50:05,41.2800856661974,2.068715952818633,31427.102781632515,18339.68744499419,727.9112,155.0,-1.582,-123.925781,-114.258,1.7211910769561274,roll+hdg,False,,,AGENA1C,A320,M,2026-05-23T05:49:49,155.0,800.0,230.0,3000.0,75.0,NADP2,30.0,2026-05-23T05:50:06.628512048,2026-05-23T05:51:26.901107594
VLG6FZ,VLG,24L,2026-05-23T05:51:36,DUQQI1C,MISMA_SID_G1,A320,M,R,2026-05-23T05:51:16,2026-05-23T05:53:59,2026-05-23T05:51:20,False,DUQQI1C,A320,2026-05-23T05:51:36,True,2026-05-23T05:51:41.522222647,41.282165121863436,2.074402427936154,363.4190724904715,162.0,-110.917969,0.00907883620200677,True,2026-05-23T05:51:41,VLG1YW,2026-05-23T05:49:49,2026-05-23T05:51:36,AGENA1C,DUQQI1C,MISMA_SID_G3,MISMA_SID_G1,A320,A320,M,M,R,R,False,2026-05-23T05:51:20,2026-05-23T05:51:16,True,True,,4.885346507901622,2679.6842666666666,False,4.732238411582519,2479.128,False,,,4.885346507901622,103.0,,,4.732238411582519,,3.0,4.885346507901622,False,DUQQI1C,A320,2026-05-23T05:51:36,2026-05-23T05:51:41,41.28233881822355,2.07488609757485,31941.425926470638,18592.39320414156,338.0738666666667,162.0,3.34,-110.917969,-115.312,1.4117136646408366,roll+hdg,False,,,DUQQI1C,A320,M,2026-05-23T05:51:36,158.0,800.0,213.0,3000.0,55.0,NADP2,30.0,2026-05-23T05:51:50.778505434,2026-05-23T05:53:03.894726912
VLG9VG,VLG,24L,2026-05-23T05:52:36,AGENA1C,MISMA_SID_G3,A321,M,R,2026-05-23T05:52:16,2026-05-23T05:55:19,2026-05-23T05:52:21,False,AGENA1C,A321,2026-05-23T05:52:36,True,2026-05-23T05:52:42.883797019,41.28218571379132,2.0743949458601207,432.1782569129204,159.0,-112.148438,0.007797234727642266,False,2026-05-23T05:52:50,VLG6FZ,2026-05-23T05:51:36,2026-05-23T05:52:36,DUQQI1C,AGENA1C,MISMA_SID_G1,MISMA_SID_G3,A320,A321,M,M,R,R,False,2026-05-23T05:52:21,2026-05-23T05:52:16,True,True,,2.6031278595217024,1742.9605333333334,False,2.5478170661785513,1676.4928,False,,,2.6031278595217024,61.0,,,2.5478170661785513,,3.0,2.6031278595217024,True,AGENA1C,A321,2026-05-23T05:52:36,2026-05-23T05:52:50,41.279311937356084,2.0684576904431045,31405.89254357135,18253.590308091072,698.74,155.0,-21.27,-120.058594,-157.324,1.7518127950675768,roll,False,,,AGENA1C,A321,M,2026-05-23T05:52:36,155.0,800.0,225.0,3000.0,70.0,NADP2,30.0,2026-05-23T05:52:52.531499999,2026-05-23T05:54:16.218937499
VLG94PH,VLG,24L,2026-05-23T05:54:02,AGENA1C,MISMA_SID_G3,A320,M,R,2026-05-23T05:53:44,2026-05-23T05:56:31,2026-05-23T05:53:49,False,AGENA1C,A320,2026-05-23T05:54:02,True,2026-05-23T05:54:09.469479687,41.28223710052658,2.0743772137010366,468.7227691780487,160.0,-111.972656,0.004610145176003416,False,2026-05-23T05:54:13,VLG9VG,2026-05-23T05:52:36,2026-05-23T05:54:02,AGENA1C,AGENA1C,MISMA_SID_G3,MISMA_SID_G3,A321,A320,M,M,R,R,True,2026-05-23T05:53:49,2026-05-23T05:53:44,True,True,,3.7943959048245914,2171.3664,False,3.663071429492583,2079.058666666667,False,,,3.7943959048245914,88.0,,,3.663071429492583,,5.0,3.7943959048245914,True,AGENA1C,A320,2026-05-23T05:54:02,2026-05-23T05:54:13,41.28076568043944,2.0714710443027786,31656.91454837064,18416.277976071073,620.7261333333333,,-13.711,,-159.785,1.5913648384566081,roll,False,,,AGENA1C,A320,M,2026-05-23T05:54:02,,,210.0,3000.0,,,30.0,,2026-05-23T05:55:31.529277834
VLG44WK,VLG,24L,2026-05-23T05:55:18,OLOXO1C,MISMA_SID_G1,A321,M,R,2026-05-23T05:55:00,2026-05-23T05:57:59,2026-05-23T05:55:05,False,OLOXO1C,A321,2026-05-23T05:55:18,True,2026-05-23T05:55:26.634207936,41.28226159754246,2.074367102677832,464.18104634189433,161.0,-112.5,0.003071332434549829,False,2026-05-23T05:55:36,VLG94PH,2026-05-23T05:54:02,2026-05-23T05:55:18,AGENA1C,OLOXO1C,MISMA_SID_G3,MISMA_SID_G1,A320,A321,M,M,R,R,False,2026-05-23T05:55:05,2026-05-23T05:55:00,True,True,,3.349592249558514,2054.5594666666666,False,3.2204392849843955,1956.5776,False,,,3.349592249558514,76.0,,,3.2204392849843955,,3.0,3.349592249558514,False,OLOXO1C,A321,2026-05-23T05:55:18,2026-05-23T05:55:36,41.27890334973122,2.0663084181074085,31226.55452538557,18207.3948817851,876.9762666666667,156.0,0.527,-130.078125,-114.785,1.8497503034019775,roll+hdg,False,,,OLOXO1C,A321,M,2026-05-23T05:55:18,154.0,800.0,224.0,3000.0,70.0,NADP2,30.0,2026-05-23T05:55:34.050410112,2026-05-23T05:56:56.886443661
VLG2GP,VLG,24L,2026-05-23T05:56:28,LARPA1C,MISMA_SID_G2,A320,M,R,2026-05-23T05:56:12,2026-05-23T05:58:55,2026-05-23T05:56:15,False,LARPA1C,A320,2026-05-23T05:56:28,True,2026-05-23T05:56:36.565322328,41.28226355620629,2.074367817529343,461.402387497261,156.0,-113.203125,0.002966231180045047,False,2026-05-23T05:56:37,VLG44WK,2026-05-23T05:55:18,2026-05-23T05:56:28,OLOXO1C,LARPA1C,MISMA_SID_G1,MISMA_SID_G2,A321,A320,M,M,R,R,False,2026-05-23T05:56:15,2026-05-23T05:56:12,True,True,,2.944162155590847,1918.9141333333334,False,2.8859351092114376,1856.5141333333333,False,,,2.944162155590847,70.0,,,2.8859351092114376,,3.0,2.944162155590847,True,LARPA1C,A320,2026-05-23T05:56:28,2026-05-23T05:56:37,41.282115447582775,2.073972516286419,31865.22096817586,18567.228764402214,482.9624,156.0,-5.273,-113.203125,-116.191,1.4547610460788811,roll,False,,,LARPA1C,A320,M,2026-05-23T05:56:28,156.40528921568628,800.0,212.0,3000.0,55.59471078431372,NADP2,30.0,2026-05-23T05:56:43.405289215,2026-05-23T05:57:53.828772727
VLG73LA,VLG,24L,2026-05-23T05:57:59,LARPA1C,MISMA_SID_G2,A20N,M,R,2026-05-23T05:57:40,2026-05-23T06:00:27,2026-05-23T05:57:46,False,LARPA1C,A20N,2026-05-23T05:57:59,True,2026-05-23T05:58:08,41.282082343380004,2.0747617802400002,662.5442666666667,147.0,-123.046875,0.023104883507184534,False,2026-05-23T05:58:08,VLG2GP,2026-05-23T05:56:28,2026-05-23T05:57:59,LARPA1C,LARPA1C,MISMA_SID_G2,MISMA_SID_G2,A320,A20N,M,M,R,R,True,2026-05-23T05:57:46,2026-05-23T05:57:40,True,True,,4.112844556418629,2537.1744,False,3.925502024188062,2223.592,False,,,4.112844556418629,91.0,,,3.925502024188062,,5.0,4.112844556418629,True,LARPA1C,A20N,2026-05-23T05:57:59,2026-05-23T05:58:08,41.282082343380004,2.0747617802400002,31931.167213052573,18563.837323084193,662.5442666666667,147.0,-0.703,-123.046875,-114.785,1.4233236821085284,roll+hdg,False,,,LARPA1C,A20N,M,2026-05-23T05:57:59,147.42847488584476,800.0,222.0,3000.0,74.57152511415524,NADP2,30.0,2026-05-23T05:58:11.142824961,2026-05-23T05:59:22.760318181
EJU86XG,EJU,24L,2026-05-23T05:59:15,AGENA1C,MISMA_SID_G3,A319,M,R,2026-05-23T05:59:00,2026-05-23T06:01:35,2026-05-23T05:59:02,False,AGENA1C,A319,2026-05-23T05:59:15,True,2026-05-23T05:59:24.099963192,41.28214854934416,2.074408632414671,442.5466258521371,150.0,-113.027344,0.010112433831665418,False,2026-05-23T05:59:35,VLG73LA,2026-05-23T05:57:59,2026-05-23T05:59:15,LARPA1C,AGENA1C,MISMA_SID_G2,MISMA_SID_G3,A20N,A319,M,M,R,R,False,2026-05-23T05:59:02,2026-05-23T05:59:00,True,True,,3.2989003220339574,2319.2010666666665,False,3.234910867587928,2266.9344,False,,,3.2989003220339574,76.0,,,3.234910867587928,,3.0,3.2989003220339574,False,AGENA1C,A319,2026-05-23T05:59:15,2026-05-23T05:59:35,41.27753839102963,2.0658826465242446,31191.63750576824,18055.5151109135,882.5549333333333,,-23.203,,-162.246,1.9036406529645409,roll,False,,,AGENA1C,A319,M,2026-05-23T05:59:15,,,208.0,3000.0,,,30.0,,2026-05-23T06:00:42.850196629
BAW47C,BAW,24L,2026-05-23T06:00:21,DUQQI1C,MISMA_SID_G1,A319,M,R,2026-05-23T06:00:04,2026-05-23T06:03:27,2026-05-23T06:00:06,False,DUQQI1C,A319,2026-05-23T06:00:21,True,2026-05-23T06:00:27.952011560,41.28212456280853,2.074421040931302,442.1627552223531,150.14396531755568,-112.78407825739578,0.011650051648387278,False,2026-05-23T06:00:36,EJU86XG,2026-05-23T05:59:15,2026-05-23T06:00:21,AGENA1C,DUQQI1C,MISMA_SID_G3,MISMA_SID_G1,A319,A319,M,M,R,R,False,2026-05-23T06:00:06,2026-05-23T06:00:04,True,True,,2.579165729779174,1816.5408,False,2.5522844106396003,1765.3408,False,,,2.579165729779174,64.0,,,2.5522844106396003,,3.0,2.579165729779174,True,DUQQI1C,A319,2026-05-23T06:00:21,2026-05-23T06:00:36,41.27945217220441,2.067655314078156,31338.806109576148,18268.886155254055,768.3,149.0,-1.582,-121.464844,-115.312,1.7807075865260353,roll+hdg,False,,,DUQQI1C,A319,M,2026-05-23T06:00:21,149.0,800.0,143.0,3000.0,-6.0,NADP1,30.0,2026-05-23T06:00:36.762019230,2026-05-23T06:01:41.797866071
VLG5RP,VLG,24L,2026-05-23T06:02:02,OLOXO1C,MISMA_SID_G1,A21N,M,R,2026-05-23T06:01:44,2026-05-23T06:04:34,2026-05-23T06:01:47,False,OLOXO1C,A21N,2026-05-23T06:02:02,True,2026-05-23T06:02:08.374123411,41.28223318982921,2.0743784733780686,466.6557313695407,153.0,-113.378906,0.004851607681679611,False,2026-05-23T06:02:16,BAW47C,2026-05-23T06:00:21,2026-05-23T06:02:02,DUQQI1C,OLOXO1C,MISMA_SID_G1,MISMA_SID_G1,A319,A21N,M,M,R,R,True,2026-05-23T06:01:47,2026-05-23T06:03:27,True,True,,3.8907824870476975,3132.6853333333333,False,3.5288616842814347,3275.0021333333334,False,,,3.8907824870476975,101.0,,,3.5288616842814347,,5.0,3.8907824870476975,True,OLOXO1C,A21N,2026-05-23T06:02:02,2026-05-23T06:02:16,41.27944567809901,2.0680074793161607,31368.22739995202,18268.291230603983,719.7816,153.0,0.0,-127.617188,-115.137,1.7665493348988424,roll+hdg,False,,,OLOXO1C,A21N,M,2026-05-23T06:02:02,153.0,800.0,234.0,3000.0,81.0,NADP2,30.0,2026-05-23T06:02:18.278931818,2026-05-23T06:03:35.470438679
VLG6LC,VLG,24L,2026-05-23T06:03:23,DALIN1C,MISMA_SID_G3,A321,M,R,2026-05-23T06:03:00,2026-05-23T06:05:54,2026-05-23T06:03:03,False,DALIN1C,A321,2026-05-23T06:03:23,True,2026-05-23T06:03:24.509169072,41.282251772728905,2.074370766988452,433.89069584831583,158.0,-111.445312,0.003683854115056973,False,2026-05-23T06:03:32,VLG5RP,2026-05-23T06:02:02,2026-05-23T06:03:23,OLOXO1C,DALIN1C,MISMA_SID_G1,MISMA_SID_G3,A21N,A321,M,M,R,R,False,2026-05-23T06:03:03,2026-05-23T06:03:00,True,True,,3.4292932198167456,1816.0170666666666,False,3.347631659805011,1764.8170666666665,False,,,3.4292932198167456,76.0,,,3.347631659805011,,3.0,3.4292932198167456,False,DALIN1C,A321,2026-05-23T06:03:23,2026-05-23T06:03:32,41.27963500493311,2.067782517856791,31349.34408487616,18289.255703193674,775.4168,155.0,-0.176,-121.816406,-114.434,1.7708157117484407,roll+hdg,False,,,DALIN1C,A321,M,2026-05-23T06:03:23,155.0,800.0,221.0,3000.0,66.0,NADP2,30.0,2026-05-23T06:03:32.640187499,2026-05-23T06:04:52.517680232
VLG91MM,VLG,24L,2026-05-23T06:04:28,DUQQI1C,MISMA_SID_G1,A320,M,R,2026-05-23T06:04:15,2026-05-23T06:06:50,2026-05-23T06:04:18,False,DUQQI1C,A320,2026-05-23T06:04:28,True,2026-05-23T06:04:38.687835212,41.2821718041628,2.074400725777537,404.19670541584554,164.0,-112.148438,0.008671528657312704,False,2026-05-23T06:04:41,VLG6LC,2026-05-23T06:03:23,2026-05-23T06:04:28,DALIN1C,DUQQI1C,MISMA_SID_G3,MISMA_SID_G1,A321,A320,M,M,R,R,False,2026-05-23T06:04:18,2026-05-23T06:04:15,True,True,,3.187601991469364,1827.7413333333334,False,3.1208754821475524,1774.9413333333334,False,,,3.187601991469364,75.0,,,3.1208754821475524,,3.0,3.187601991469364,False,DUQQI1C,A320,2026-05-23T06:04:28,2026-05-23T06:04:41,41.28138019035928,2.072294225449102,31725.385609062556,18484.88516051253,509.6488,162.0,-15.645,-113.554688,-117.773,1.5420195387697408,roll,False,,,DUQQI1C,A320,M,2026-05-23T06:04:28,162.0,800.0,213.0,3000.0,51.0,NADP2,30.0,2026-05-23T06:04:46.789527173,2026-05-23T06:05:53.291413265
DLH98Y,DLH,24L,2026-05-23T06:05:39,AGENA1C,MISMA_SID_G3,A320,M,R,2026-05-23T06:05:19,2026-05-23T06:08:22,2026-05-23T06:05:24,False,AGENA1C,A320,2026-05-23T06:05:39,True,2026-05-23T06:05:45.502987895,41.282214033811286,2.0743827235317127,401.60615020924536,162.0,-112.5,0.006012657114999812,False,2026-05-23T06:05:56,VLG91MM,2026-05-23T06:04:28,2026-05-23T06:05:39,DUQQI1C,AGENA1C,MISMA_SID_G1,MISMA_SID_G3,A320,A320,M,M,R,R,False,2026-05-23T06:05:24,2026-05-23T06:05:19,True,True,,2.966011443489478,1871.0165333333332,False,2.8669714527819505,1738.6976,False,,,2.966011443489478,66.0,,,2.8669714527819505,,3.0,2.966011443489478,True,AGENA1C,A320,2026-05-23T06:05:39,2026-05-23T06:05:56,41.278373977581126,2.0651364118669826,31128.89982803277,18148.131035552786,862.1224,158.0,0.0,-128.847656,-114.434,1.9111853472267812,roll+hdg,False,,,AGENA1C,A320,M,2026-05-23T06:05:39,158.0,800.0,215.0,3000.0,57.0,NADP2,30.0,2026-05-23T06:05:54.418854651,2026-05-23T06:07:12.935946428
DLH97F,DLH,24L,2026-05-23T06:07:05,DALIN1C,MISMA_SID_G3,A321,M,R,2026-05-23T06:06:47,2026-05-23T06:09:38,2026-05-23T06:06:50,False,DALIN1C,A321,2026-05-23T06:07:05,True,2026-05-23T06:07:11.096518990,41.282197278149816,2.0743941506906864,502.46473935708985,155.0,-114.082031,0.007118964051874013,False,2026-05-23T06:07:12,DLH98Y,2026-05-23T06:05:39,2026-05-23T06:07:05,AGENA1C,DALIN1C,MISMA_SID_G3,MISMA_SID_G3,A320,A321,M,M,R,R,True,2026-05-23T06:06:50,2026-05-23T06:06:47,True,True,,3.7316931030364286,2125.117333333333,False,3.6433038048993835,2078.7173333333335,False,,,3.7316931030364286,86.0,,,3.6433038048993835,,5.0,3.7316931030364286,True,DALIN1C,A321,2026-05-23T06:07:05,2026-05-23T06:07:12,41.28188098766222,2.0735786644033114,31832.43579174313,18541.02210379358,537.6402666666667,155.0,-20.215,-114.082031,-117.773,1.4767933086800595,roll,False,,,DALIN1C,A321,M,2026-05-23T06:07:05,158.46018164667183,800.0,202.14725343206436,3000.0,43.68707178539253,NADP2,30.0,2026-05-23T06:07:18.460181646,2026-05-23T06:08:26.573626716
THY1852,THY,24L,2026-05-23T06:08:30,DIPES1C,MISMA_SID_G3,B738,M,R,2026-05-23T06:08:11,2026-05-23T06:11:02,2026-05-23T06:08:16,False,DIPES1C,B738,2026-05-23T06:08:30,True,2026-05-23T06:08:36.403854116,41.28206210629843,2.074439297952848,295.70915320285474,171.0,-113.203125,0.01548373911653741,False,2026-05-23T06:08:44,DLH97F,2026-05-23T06:07:05,2026-05-23T06:08:30,DALIN1C,DIPES1C,MISMA_SID_G3,MISMA_SID_G3,A321,B738,M,M,R,R,True,2026-05-23T06:08:16,2026-05-23T06:08:11,True,True,,3.784221520007024,2662.416533333333,False,3.6350275309356688,2509.352533333333,False,,,3.784221520007024,86.0,,,3.6350275309356688,,5.0,3.784221520007024,True,DIPES1C,B738,2026-05-23T06:08:30,2026-05-23T06:08:44,41.27936052518052,2.0671564363488306,31297.175049727757,18258.520110547062,645.5,168.0,-17.93,-114.960938,-117.598,1.8033987202669555,roll,False,,,DIPES1C,B738,M,2026-05-23T06:08:30,172.0,800.0,168.0,3000.0,-4.0,NADP1,30.0,2026-05-23T06:08:48.421085937,2026-05-23T06:09:42.591321462
VLG700D,VLG,24L,2026-05-23T06:10:27,AGENA1C,MISMA_SID_G3,A320,M,R,2026-05-23T06:10:07,2026-05-23T06:12:30,2026-05-23T06:10:11,False,AGENA1C,A320,2026-05-23T06:10:27,True,2026-05-23T06:10:32.568554805,41.282146667130554,2.0744112533652665,568.4260060440807,156.0,-114.960938,0.010252791310155496,True,2026-05-23T06:10:32,THY1852,2026-05-23T06:08:30,2026-05-23T06:10:27,DIPES1C,AGENA1C,MISMA_SID_G3,MISMA_SID_G3,B738,A320,M,M,R,R,True,2026-05-23T06:10:11,2026-05-23T06:10:07,True,True,,5.063939366931858,3711.0357333333336,False,4.934191052388105,3632.104,False,,,5.063939366931858,115.0,,,4.934191052388105,,5.0,5.063939366931858,False,AGENA1C,A320,2026-05-23T06:10:27,2026-05-23T06:10:32,41.282335792299676,2.0749189886627315,31944.174573455322,18592.069186265122,539.316,156.0,-15.293,-114.960938,-117.773,1.4104437526622136,roll,False,,,AGENA1C,A320,M,2026-05-23T06:10:27,156.0,800.0,212.43959768970325,3000.0,56.43959768970325,NADP2,30.0,2026-05-23T06:10:37.077955445,2026-05-23T06:11:38.439597689
VLG6ZP,VLG,24L,2026-05-23T06:12:08,OLOXO1C,MISMA_SID_G1,A20N,M,R,2026-05-23T06:11:47,2026-05-23T06:14:22,2026-05-23T06:11:52,False,OLOXO1C,A20N,2026-05-23T06:12:08,True,2026-05-23T06:12:13.455372424,41.28223793689655,2.0743767105840734,603.6208832496982,152.0,-113.730469,0.004555705082265241,False,2026-05-23T06:12:19,VLG700D,2026-05-23T06:10:27,2026-05-23T06:12:08,AGENA1C,OLOXO1C,MISMA_SID_G3,MISMA_SID_G1,A320,A20N,M,M,R,R,False,2026-05-23T06:11:52,2026-05-23T06:11:47,True,True,,4.852685609086318,3802.295466666667,False,4.658674314655107,3516.1354666666666,False,,,4.852685609086318,101.0,,,4.658674314655107,,3.0,4.852685609086318,False,OLOXO1C,A20N,2026-05-23T06:12:08,2026-05-23T06:12:19,41.2802227086251,2.069871088167369,31523.53154217803,18355.338581044893,843.0344,151.0,0.527,-129.726562,-114.961,1.6705544086000286,roll+hdg,False,,,OLOXO1C,A20N,M,2026-05-23T06:12:08,152.0,800.0,217.59588156672632,3000.0,65.59588156672632,NADP2,30.0,2026-05-23T06:12:17.827289772,2026-05-23T06:13:26.398970391
